id,"partid","aspect_id_1","aspect_id_2","aspect_1","aspect_2"
279,"p35a1ai7bf","s1.3","s2.1","i lost a lot of money in the stock market and it ended my taking risks and taught me a valuable lesson","i'm not much of a gambler as i much prefer the odds in my favor"
280,"p35a1ai7bf","s1.3","s2.2","i lost a lot of money in the stock market and it ended my taking risks and taught me a valuable lesson","i lost a great deal of money in the stock market by taking risks."
281,"p35a1ai7bf","s1.3","s2.3","i lost a lot of money in the stock market and it ended my taking risks and taught me a valuable lesson","there are people that will take risks and people that won't. i won't."
282,"p35a1ai7bf","s2.1","s2.2","i'm not much of a gambler as i much prefer the odds in my favor","i lost a great deal of money in the stock market by taking risks."
283,"p35a1ai7bf","s2.1","s2.3","i'm not much of a gambler as i much prefer the odds in my favor","there are people that will take risks and people that won't. i won't."
284,"p35a1ai7bf","s2.2","s2.3","i lost a great deal of money in the stock market by taking risks.","there are people that will take risks and people that won't. i won't."
285,"pncnv2dom0","s1.1","s1.2","by taking risks i often find opportunities i wouldn't otherwise be able to take advantage of.","by taking risks i challenge myself"
286,"pncnv2dom0","s1.1","s1.3","by taking risks i often find opportunities i wouldn't otherwise be able to take advantage of.","by taking risks i develop more as a person"
287,"pncnv2dom0","s1.1","s1.4","by taking risks i often find opportunities i wouldn't otherwise be able to take advantage of.","by taking risks i enhance my lifestyle."
288,"pncnv2dom0","s1.1","s1.5","by taking risks i often find opportunities i wouldn't otherwise be able to take advantage of.","by taking risks i connect with people i wouldn't have known otherwise."
289,"pncnv2dom0","s1.1","s2.1","by taking risks i often find opportunities i wouldn't otherwise be able to take advantage of.","i take risks for the rewards"
290,"pncnv2dom0","s1.1","s2.2","by taking risks i often find opportunities i wouldn't otherwise be able to take advantage of.","i take risks to learn"
291,"pncnv2dom0","s1.1","s2.3","by taking risks i often find opportunities i wouldn't otherwise be able to take advantage of.","i take risks to advance causes i believe in"
292,"pncnv2dom0","s1.1","s2.4","by taking risks i often find opportunities i wouldn't otherwise be able to take advantage of.","i take risks for the adventure"
293,"pncnv2dom0","s1.1","s2.5","by taking risks i often find opportunities i wouldn't otherwise be able to take advantage of.","i take risks to experience new things"
294,"pncnv2dom0","s1.2","s1.3","by taking risks i challenge myself","by taking risks i develop more as a person"
295,"pncnv2dom0","s1.2","s1.4","by taking risks i challenge myself","by taking risks i enhance my lifestyle."
296,"pncnv2dom0","s1.2","s1.5","by taking risks i challenge myself","by taking risks i connect with people i wouldn't have known otherwise."
297,"pncnv2dom0","s1.2","s2.1","by taking risks i challenge myself","i take risks for the rewards"
298,"pncnv2dom0","s1.2","s2.2","by taking risks i challenge myself","i take risks to learn"
299,"pncnv2dom0","s1.2","s2.3","by taking risks i challenge myself","i take risks to advance causes i believe in"
300,"pncnv2dom0","s1.2","s2.4","by taking risks i challenge myself","i take risks for the adventure"
301,"pncnv2dom0","s1.2","s2.5","by taking risks i challenge myself","i take risks to experience new things"
302,"pncnv2dom0","s1.3","s1.4","by taking risks i develop more as a person","by taking risks i enhance my lifestyle."
303,"pncnv2dom0","s1.3","s1.5","by taking risks i develop more as a person","by taking risks i connect with people i wouldn't have known otherwise."
304,"pncnv2dom0","s1.3","s2.1","by taking risks i develop more as a person","i take risks for the rewards"
305,"pncnv2dom0","s1.3","s2.2","by taking risks i develop more as a person","i take risks to learn"
306,"pncnv2dom0","s1.3","s2.3","by taking risks i develop more as a person","i take risks to advance causes i believe in"
307,"pncnv2dom0","s1.3","s2.4","by taking risks i develop more as a person","i take risks for the adventure"
308,"pncnv2dom0","s1.3","s2.5","by taking risks i develop more as a person","i take risks to experience new things"
309,"pncnv2dom0","s1.4","s1.5","by taking risks i enhance my lifestyle.","by taking risks i connect with people i wouldn't have known otherwise."
310,"pncnv2dom0","s1.4","s2.1","by taking risks i enhance my lifestyle.","i take risks for the rewards"
311,"pncnv2dom0","s1.4","s2.2","by taking risks i enhance my lifestyle.","i take risks to learn"
312,"pncnv2dom0","s1.4","s2.3","by taking risks i enhance my lifestyle.","i take risks to advance causes i believe in"
313,"pncnv2dom0","s1.4","s2.4","by taking risks i enhance my lifestyle.","i take risks for the adventure"
314,"pncnv2dom0","s1.4","s2.5","by taking risks i enhance my lifestyle.","i take risks to experience new things"
315,"pncnv2dom0","s1.5","s2.1","by taking risks i connect with people i wouldn't have known otherwise.","i take risks for the rewards"
316,"pncnv2dom0","s1.5","s2.2","by taking risks i connect with people i wouldn't have known otherwise.","i take risks to learn"
317,"pncnv2dom0","s1.5","s2.3","by taking risks i connect with people i wouldn't have known otherwise.","i take risks to advance causes i believe in"
318,"pncnv2dom0","s1.5","s2.4","by taking risks i connect with people i wouldn't have known otherwise.","i take risks for the adventure"
319,"pncnv2dom0","s1.5","s2.5","by taking risks i connect with people i wouldn't have known otherwise.","i take risks to experience new things"
320,"pncnv2dom0","s2.1","s2.2","i take risks for the rewards","i take risks to learn"
321,"pncnv2dom0","s2.1","s2.3","i take risks for the rewards","i take risks to advance causes i believe in"
322,"pncnv2dom0","s2.1","s2.4","i take risks for the rewards","i take risks for the adventure"
323,"pncnv2dom0","s2.1","s2.5","i take risks for the rewards","i take risks to experience new things"
324,"pncnv2dom0","s2.2","s2.3","i take risks to learn","i take risks to advance causes i believe in"
325,"pncnv2dom0","s2.2","s2.4","i take risks to learn","i take risks for the adventure"
326,"pncnv2dom0","s2.2","s2.5","i take risks to learn","i take risks to experience new things"
327,"pncnv2dom0","s2.3","s2.4","i take risks to advance causes i believe in","i take risks for the adventure"
328,"pncnv2dom0","s2.3","s2.5","i take risks to advance causes i believe in","i take risks to experience new things"
329,"pncnv2dom0","s2.4","s2.5","i take risks for the adventure","i take risks to experience new things"
330,"p3dcqbv326","s1.1","s1.2","i avoid taking risks because i am predictable","i avoid taking risks because i dont like danger"
331,"p3dcqbv326","s1.1","s1.3","i avoid taking risks because i am predictable","i avoid taking risks because i like the same routine"
332,"p3dcqbv326","s1.1","s1.4","i avoid taking risks because i am predictable","i dont like to take risks because i dont like change"
333,"p3dcqbv326","s1.1","s2.1","i avoid taking risks because i am predictable","i don’t take chances. i don’t like change .i don’t like not knowing what is going to happen."
334,"p3dcqbv326","s1.1","s2.2","i avoid taking risks because i am predictable","i am a easy going person and don’t want to change my life."
335,"p3dcqbv326","s1.2","s1.3","i avoid taking risks because i dont like danger","i avoid taking risks because i like the same routine"
336,"p3dcqbv326","s1.2","s1.4","i avoid taking risks because i dont like danger","i dont like to take risks because i dont like change"
337,"p3dcqbv326","s1.2","s2.1","i avoid taking risks because i dont like danger","i don’t take chances. i don’t like change .i don’t like not knowing what is going to happen."
338,"p3dcqbv326","s1.2","s2.2","i avoid taking risks because i dont like danger","i am a easy going person and don’t want to change my life."
339,"p3dcqbv326","s1.3","s1.4","i avoid taking risks because i like the same routine","i dont like to take risks because i dont like change"
340,"p3dcqbv326","s1.3","s2.1","i avoid taking risks because i like the same routine","i don’t take chances. i don’t like change .i don’t like not knowing what is going to happen."
341,"p3dcqbv326","s1.3","s2.2","i avoid taking risks because i like the same routine","i am a easy going person and don’t want to change my life."
342,"p3dcqbv326","s1.4","s2.1","i dont like to take risks because i dont like change","i don’t take chances. i don’t like change .i don’t like not knowing what is going to happen."
343,"p3dcqbv326","s1.4","s2.2","i dont like to take risks because i dont like change","i am a easy going person and don’t want to change my life."
344,"p3dcqbv326","s2.1","s2.2","i don’t take chances. i don’t like change .i don’t like not knowing what is going to happen.","i am a easy going person and don’t want to change my life."
345,"pbai7dfvr0","s1.1","s1.2","i take risks because of a chance for reward","the reward is often much greater than when not taking risks"
346,"pbai7dfvr0","s1.1","s1.3","i take risks because of a chance for reward","risks can be fun"
347,"pbai7dfvr0","s1.1","s1.4","i take risks because of a chance for reward","friends are doing it so i want to be social"
348,"pbai7dfvr0","s1.1","s1.5","i take risks because of a chance for reward","the thrill"
349,"pbai7dfvr0","s1.1","s1.6","i take risks because of a chance for reward","to not be boring"
350,"pbai7dfvr0","s1.1","s2.1","i take risks because of a chance for reward","i am willing to take risks when there is a good chance of a reward for doing so."
351,"pbai7dfvr0","s1.1","s2.2","i take risks because of a chance for reward","i am willing to take risks if there is minimal chance of harm"
352,"pbai7dfvr0","s1.1","s2.3","i take risks because of a chance for reward","i don't take stupid risks."
353,"pbai7dfvr0","s1.2","s1.3","the reward is often much greater than when not taking risks","risks can be fun"
354,"pbai7dfvr0","s1.2","s1.4","the reward is often much greater than when not taking risks","friends are doing it so i want to be social"
355,"pbai7dfvr0","s1.2","s1.5","the reward is often much greater than when not taking risks","the thrill"
356,"pbai7dfvr0","s1.2","s1.6","the reward is often much greater than when not taking risks","to not be boring"
357,"pbai7dfvr0","s1.2","s2.1","the reward is often much greater than when not taking risks","i am willing to take risks when there is a good chance of a reward for doing so."
358,"pbai7dfvr0","s1.2","s2.2","the reward is often much greater than when not taking risks","i am willing to take risks if there is minimal chance of harm"
359,"pbai7dfvr0","s1.2","s2.3","the reward is often much greater than when not taking risks","i don't take stupid risks."
360,"pbai7dfvr0","s1.3","s1.4","risks can be fun","friends are doing it so i want to be social"
361,"pbai7dfvr0","s1.3","s1.5","risks can be fun","the thrill"
362,"pbai7dfvr0","s1.3","s1.6","risks can be fun","to not be boring"
363,"pbai7dfvr0","s1.3","s2.1","risks can be fun","i am willing to take risks when there is a good chance of a reward for doing so."
364,"pbai7dfvr0","s1.3","s2.2","risks can be fun","i am willing to take risks if there is minimal chance of harm"
365,"pbai7dfvr0","s1.3","s2.3","risks can be fun","i don't take stupid risks."
366,"pbai7dfvr0","s1.4","s1.5","friends are doing it so i want to be social","the thrill"
367,"pbai7dfvr0","s1.4","s1.6","friends are doing it so i want to be social","to not be boring"
368,"pbai7dfvr0","s1.4","s2.1","friends are doing it so i want to be social","i am willing to take risks when there is a good chance of a reward for doing so."
369,"pbai7dfvr0","s1.4","s2.2","friends are doing it so i want to be social","i am willing to take risks if there is minimal chance of harm"
370,"pbai7dfvr0","s1.4","s2.3","friends are doing it so i want to be social","i don't take stupid risks."
371,"pbai7dfvr0","s1.5","s1.6","the thrill","to not be boring"
372,"pbai7dfvr0","s1.5","s2.1","the thrill","i am willing to take risks when there is a good chance of a reward for doing so."
373,"pbai7dfvr0","s1.5","s2.2","the thrill","i am willing to take risks if there is minimal chance of harm"
374,"pbai7dfvr0","s1.5","s2.3","the thrill","i don't take stupid risks."
375,"pbai7dfvr0","s1.6","s2.1","to not be boring","i am willing to take risks when there is a good chance of a reward for doing so."
376,"pbai7dfvr0","s1.6","s2.2","to not be boring","i am willing to take risks if there is minimal chance of harm"
377,"pbai7dfvr0","s1.6","s2.3","to not be boring","i don't take stupid risks."
378,"pbai7dfvr0","s2.1","s2.2","i am willing to take risks when there is a good chance of a reward for doing so.","i am willing to take risks if there is minimal chance of harm"
