partid,aspect_ind,sentiment,age,sex,yearsofedu,job,income,qual_focused,qual_effort,duration,rating,aspect,r_risk,r_frequency,r_social,r_situation,r_control,r_active,aspect_ind_cat,r_risk_binary,r_risk_binary_n,n_aspects,n_seeking,n_avoiding,s_aspects,m_aspects,m_risk,s_risk,p_social,p_situation,p_control,p_active,rank_frequency,med_frequency,SMRD,mean_sentiment,max_sentiment,min_sentiment
p42f7pvrt2,2,-1,47,female,13,retired,2k_3k,100,100,775,1,"I have a 13 year old son that counts on me, I don't want to make an uncertain choice.",-50,NA,0,0,controllable,passive,Aspect #2,Contra,-1,4,0,4,-4,-1,-48.75,-195,0,0,0.5,0.25,NA,6,-1,-2.5,-1,-4
p42f7pvrt2,3,-4,47,female,13,retired,2k_3k,100,100,775,1,"It's scary to take a risk, I don't like the fear a risk would cause me.",-48,less_once,0,0,uncontrollable,passive,Aspect #3,Contra,-1,4,0,4,-4,-1,-48.75,-195,0,0,0.5,0.25,6,6,-1,-2.5,-1,-4
p42f7pvrt2,4,-2,47,female,13,retired,2k_3k,100,100,775,1,"I have responsibilities, and taking a risk would put those in jeopardy.",-50,NA,0,0,controllable,active,Aspect #4,Contra,-1,4,0,4,-4,-1,-48.75,-195,0,0,0.5,0.25,NA,6,-1,-2.5,-1,-4
p4b9eblea9,1,0,35,male,16,employed,2k_3k,100,100,272,5,It's important to take calculated risks at points in life to ensure you're getting ahead or making progress.,33,year,0,0,controllable,active,Aspect #1,Pro,1,3,3,0,3,1,37.333333333333336,112,0.3333333333333333,0,0.6666666666666666,1,4,4,1,-0.3333333333333333,0,-1
p4b9eblea9,2,-1,35,male,16,employed,2k_3k,100,100,272,5,"Taking risks can be exciting, and nobody wants to live a dull life.",37,less_reg,0,0,uncontrollable,active,Aspect #2,Pro,1,3,3,0,3,1,37.333333333333336,112,0.3333333333333333,0,0.6666666666666666,1,5,4,1,-0.3333333333333333,0,-1
p4b9eblea9,3,0,35,male,16,employed,2k_3k,100,100,272,5,Anyone who is successful has at least taken some risks in life.,42,year,1,0,controllable,active,Aspect #3,Pro,1,3,3,0,3,1,37.333333333333336,112,0.3333333333333333,0,0.6666666666666666,1,4,4,1,-0.3333333333333333,0,-1
p4oucjvdm1,1,-1,29,male,16,employed,1k_2k,100,100,181,1,Avoiding loss.,-50,week,0,1,controllable,passive,Aspect #1,Contra,-1,2,0,2,-2,-1,-44.5,-89,0,1,0.5,0.5,2,2.5,-1,-1,-1,-1
p4oucjvdm1,2,-1,29,male,16,employed,1k_2k,100,100,181,1,Being rewarded for your risk.,-39,month,0,1,uncontrollable,active,Aspect #2,Contra,-1,2,0,2,-2,-1,-44.5,-89,0,1,0.5,0.5,3,2.5,-1,-1,-1,-1
p4rv1f9uih,1,-1,28,male,16,employed,1k_2k,100,100,274,10, prepared to take risk,32,week,1,1,controllable,active,Aspect #1,Pro,1,1,1,0,1,1,32,32,1,1,1,1,2,2,1,-1,-1,-1
p59eed6ltn,2,1,24,male,17,employed,3k_4k,100,100,222,3,I want to take the path that would be the most successful.,-4,week,0,0,controllable,active,Aspect #2,Contra,-1,3,0,3,-3,-1,-28.333333333333332,-85,0,0,1,1,2,2,-1,1,1,1
p59eed6ltn,3,1,24,male,17,employed,3k_4k,100,100,222,3,I tend to stick with the safe option in the past.,-50,month,0,0,controllable,active,Aspect #3,Contra,-1,3,0,3,-3,-1,-28.333333333333332,-85,0,0,1,1,3,2,-1,1,1,1
p5atb1nsd7,2,0,31,male,16,employed,1k_2k,90,87,295,7,If it seems like a risk with a high probability of reward I might contribute to it.,12,month,0,0,uncontrollable,active,Aspect #2,Pro,1,4,4,0,4,1,15,60,0,0,0.75,1,3,3,1,-0.6666666666666666,0,-2
p5atb1nsd7,3,0,31,male,16,employed,1k_2k,90,87,295,7,I'll only contribute to taking a risk if I know I can afford it,20,month,0,0,controllable,active,Aspect #3,Pro,1,4,4,0,4,1,15,60,0,0,0.75,1,3,3,1,-0.6666666666666666,0,-2
p5atb1nsd7,4,-2,31,male,16,employed,1k_2k,90,87,295,7,I will take a risk as long as I still have something to fall back on,16,month,0,0,controllable,active,Aspect #4,Pro,1,4,4,0,4,1,15,60,0,0,0.75,1,3,3,1,-0.6666666666666666,0,-2
p5be8h0nak,1,-2,39,male,15,employed,2k_3k,96,91,183,8,Yes because life is boring without taking risks.,44,month,0,1,uncontrollable,active,Aspect #1,Pro,1,3,3,0,3,1,43.666666666666664,131,0,1,0.3333333333333333,1,3,4,1,-0.6666666666666666,0,-2
p5be8h0nak,2,0,39,male,15,employed,2k_3k,96,91,183,8,Yes because high risk can equal high reward,41,less_reg,NA,1,uncontrollable,active,Aspect #2,Pro,1,3,3,0,3,1,43.666666666666664,131,0,1,0.3333333333333333,1,5,4,1,-0.6666666666666666,0,-2
p5be8h0nak,3,0,39,male,15,employed,2k_3k,96,91,183,8,Yes because risks can be exciting.,46,year,0,1,controllable,active,Aspect #3,Pro,1,3,3,0,3,1,43.666666666666664,131,0,1,0.3333333333333333,1,4,4,1,-0.6666666666666666,0,-2
p5f7h569tl,2,-1,43,female,14,selfemployed,0_1k,98,98,364,1,I do not like unexpected or unplanned things.,-50,day,0,1,controllable,passive,Aspect #2,Contra,-1,3,0,3,-3,-1,-50,-150,0,1,0.3333333333333333,0.3333333333333333,1,2,-1,-1,-1,-1
p5f7h569tl,3,-1,43,female,14,selfemployed,0_1k,98,98,364,1,I do not like lose.,-50,year,0,1,uncontrollable,active,Aspect #3,Contra,-1,3,0,3,-3,-1,-50,-150,0,1,0.3333333333333333,0.3333333333333333,4,2,-1,-1,-1,-1
p5f7kt8pmj,1,-1,25,female,16,employed,3k_4k,100,100,923,7,I THINK ABOUT WHAT THE RISK ,23,week,1,1,controllable,active,Aspect #1,Pro,1,8,7,1,6,0.75,12.625,101,0.2857142857142857,1,0.8333333333333334,0.75,2,2,-0.25,-0.875,0,-3
p5f7kt8pmj,2,-1,25,female,16,employed,3k_4k,100,100,923,7,I THINK ABOUT THE RISK WEIGHT-AGE,20,month,0,1,NA,active,Aspect #2,Pro,1,8,7,1,6,0.75,12.625,101,0.2857142857142857,1,0.8333333333333334,0.75,3,2,-0.25,-0.875,0,-3
p5f7kt8pmj,3,0,25,female,16,employed,3k_4k,100,100,923,7,THE BENEFITS OF THE RISK,14,week,0,1,NA,active,Aspect #3,Pro,1,8,7,1,6,0.75,12.625,101,0.2857142857142857,1,0.8333333333333334,0.75,2,2,-0.25,-0.875,0,-3
p5f7kt8pmj,4,-1,25,female,16,employed,3k_4k,100,100,923,7,IF I GET A MONEY EARN  BASIS I NEVER AVOID THE RISK,-17,week,0,1,controllable,active,Aspect #4,Contra,-1,8,7,1,6,0.75,12.625,101,0.2857142857142857,1,0.8333333333333334,0.75,2,2,-0.25,-0.875,0,-3
p5f7kt8pmj,5,0,25,female,16,employed,3k_4k,100,100,923,7,THE RISK IS SOMEWHAT WORTH,16,week,0,1,controllable,passive,Aspect #5,Pro,1,8,7,1,6,0.75,12.625,101,0.2857142857142857,1,0.8333333333333334,0.75,2,2,-0.25,-0.875,0,-3
p5f7kt8pmj,6,-1,25,female,16,employed,3k_4k,100,100,923,7,THE RISKS AFFECTS OUR HEALTH AND MIND ALSO,15,week,NA,1,uncontrollable,active,Aspect #6,Pro,1,8,7,1,6,0.75,12.625,101,0.2857142857142857,1,0.8333333333333334,0.75,2,2,-0.25,-0.875,0,-3
p5f7kt8pmj,7,-3,25,female,16,employed,3k_4k,100,100,923,7,IF WE FAIL THE RISK I GET INTO DEPRESSED ,14,month,0,1,controllable,active,NA,Pro,1,8,7,1,6,0.75,12.625,101,0.2857142857142857,1,0.8333333333333334,0.75,3,2,-0.25,-0.875,0,-3
p5f7kt8pmj,8,0,25,female,16,employed,3k_4k,100,100,923,7,I WIN THE RISK I WIN THE LIFE ALSO I COMPARED THE RISK TO MY LIFE ,16,month,1,1,controllable,passive,NA,Pro,1,8,7,1,6,0.75,12.625,101,0.2857142857142857,1,0.8333333333333334,0.75,3,2,-0.25,-0.875,0,-3
p5pi6t9gsd,1,-2,50,female,14,unemployed,0_1k,100,95,416,1,I don't take risks because I think the chance of losing (like in the stocks) is too high. ,-48,NA,0,0,controllable,active,Aspect #1,Contra,-1,4,0,4,-4,-1,-43.5,-174,0,0.25,1,1,NA,3,-1,-0.75,0,-2
p5pi6t9gsd,2,0,50,female,14,unemployed,0_1k,100,95,416,1,I don't take risks because I don't think the risk is worth the reward. ,-40,NA,0,0,NA,NA,Aspect #2,Contra,-1,4,0,4,-4,-1,-43.5,-174,0,0.25,1,1,NA,3,-1,-0.75,0,-2
p5pi6t9gsd,3,0,50,female,14,unemployed,0_1k,100,95,416,1,I avoid taking risks because I like to feel safe at all times. ,-36,month,0,1,controllable,active,Aspect #3,Contra,-1,4,0,4,-4,-1,-43.5,-174,0,0.25,1,1,3,3,-1,-0.75,0,-2
p5pi6t9gsd,4,-1,50,female,14,unemployed,0_1k,100,95,416,1,I think taking risks is playing with fire so I avoid it.,-50,NA,0,0,NA,NA,Aspect #4,Contra,-1,4,0,4,-4,-1,-43.5,-174,0,0.25,1,1,NA,3,-1,-0.75,0,-2
p5po8b0u17,1,1,44,male,16,employed,5k_x,99,100,906,9,I enjoy exciting sports and dangerous sports.,30,month,0,1,controllable,active,Aspect #1,Pro,1,4,4,0,4,1,41,164,0,1,0.75,1,3,2.5,1,1,2,0
p5po8b0u17,2,0,44,male,16,employed,5k_x,99,100,906,9,Most of my net worth is at risk each market day.,44,day,0,1,controllable,active,Aspect #2,Pro,1,4,4,0,4,1,41,164,0,1,0.75,1,1,2.5,1,1,2,0
p5po8b0u17,3,2,44,male,16,employed,5k_x,99,100,906,9,gambling with significant money is a joy.,50,week,0,1,controllable,active,Aspect #3,Pro,1,4,4,0,4,1,41,164,0,1,0.75,1,2,2.5,1,1,2,0
p621b25c9i,1,-2,34,female,19,selfemployed,1k_2k,77,84,332,2,I avoid risks because I don't want to lose anything. ,-28,month,0,0,controllable,passive,Aspect #1,Contra,-1,4,0,4,-4,-1,-30.25,-121,0,0,1,0,3,3.5,-1,-1.75,-1,-2
p621b25c9i,2,-2,34,female,19,selfemployed,1k_2k,77,84,332,2,I avoid risks because I don't want to be in danger. ,-36,less_once,0,0,controllable,passive,Aspect #2,Contra,-1,4,0,4,-4,-1,-30.25,-121,0,0,1,0,6,3.5,-1,-1.75,-1,-2
p621b25c9i,3,-2,34,female,19,selfemployed,1k_2k,77,84,332,2,I avoid risks because I'm scared of what will happen.,-34,month,0,0,controllable,passive,Aspect #3,Contra,-1,4,0,4,-4,-1,-30.25,-121,0,0,1,0,3,3.5,-1,-1.75,-1,-2
p621b25c9i,4,-1,34,female,19,selfemployed,1k_2k,77,84,332,2,I avoid risks because I don't want to be embarrassed. ,-23,year,0,0,controllable,passive,Aspect #4,Contra,-1,4,0,4,-4,-1,-30.25,-121,0,0,1,0,4,3.5,-1,-1.75,-1,-2
p62e2ukh8m,1,-4,32,female,16,unemployed,1k_2k,97,58,275,2,I am a person that tries to avoid risks because some risks can hurt more then just me if I fail.,-38,month,0,0,uncontrollable,passive,Aspect #1,Contra,-1,2,0,2,-2,-1,-38,-76,0,0,0,0,3,3,-1,-2.5,-1,-4
p62e2ukh8m,2,-1,32,female,16,unemployed,1k_2k,97,58,275,2,Risks can be greatly rewarding but hurt a great deal if a big is taken.,-38,month,0,0,uncontrollable,passive,Aspect #2,Contra,-1,2,0,2,-2,-1,-38,-76,0,0,0,0,3,3,-1,-2.5,-1,-4
p668rikpgd,1,-2,26,female,16,selfemployed,1k_2k,100,100,257,1,I avoid risks because I have a lot to lose.,-50,NA,0,0,NA,active,Aspect #1,Contra,-1,3,0,3,-3,-1,-48.666666666666664,-146,0,0.6666666666666666,0,0.3333333333333333,NA,4,-1,-2,-1,-3
p668rikpgd,2,-3,26,female,16,selfemployed,1k_2k,100,100,257,1,I avoid risks because I have a fear of being wrong.,-47,less_once,0,1,uncontrollable,passive,Aspect #2,Contra,-1,3,0,3,-3,-1,-48.666666666666664,-146,0,0.6666666666666666,0,0.3333333333333333,6,4,-1,-2,-1,-3
p668rikpgd,3,-1,26,female,16,selfemployed,1k_2k,100,100,257,1,I avoid risks because I have bad luck.,-49,week,0,1,uncontrollable,passive,Aspect #3,Contra,-1,3,0,3,-3,-1,-48.666666666666664,-146,0,0.6666666666666666,0,0.3333333333333333,2,4,-1,-2,-1,-3
p689b7tigi,2,1,21,male,12,employed,1k_2k,100,100,296,7,second reason is i do like to go way too fast in the car when im driving,50,day,0,1,NA,active,Aspect #2,Pro,1,4,3,1,2,0.5,25,100,0.6666666666666666,0.75,1,1,1,2.5,0.5,-0.3333333333333333,1,-1
p689b7tigi,3,-1,21,male,12,employed,1k_2k,100,100,296,7,"but i dont take risks emotionally, im a very private person emotionally ",-50,week,1,0,NA,active,Aspect #3,Contra,-1,4,3,1,2,0.5,25,100,0.6666666666666666,0.75,1,1,2,2.5,0.5,-0.3333333333333333,1,-1
p689b7tigi,4,-1,21,male,12,employed,1k_2k,100,100,296,7,i think i do take risks especially because i love gambling thats like the definition of risk taking. ,50,month,NA,1,controllable,active,Aspect #4,Pro,1,4,3,1,2,0.5,25,100,0.6666666666666666,0.75,1,1,3,2.5,0.5,-0.3333333333333333,1,-1
p6ivk3kle6,1,-1,25,male,14,employed,1k_2k,100,100,226,10,I am willing to take risks because not everything is going to work out just the way you want it to,49,week,0,1,uncontrollable,passive,Aspect #1,Pro,1,1,1,0,1,1,49,49,0,1,0,0,2,2,1,-1,-1,-1
p6k4qd8b38,2,-1,33,male,16,employed,5k_x,100,100,275,3,I don't want to ruin my marriage.,-38,NA,1,0,controllable,NA,Aspect #2,Contra,-1,4,0,4,-4,-1,-32.5,-130,1,0.3333333333333333,1,0.5,NA,1,-1,-1,-1,-1
p6k4qd8b38,3,-1,33,male,16,employed,5k_x,100,100,275,3,I don't want to lose my money.,-43,NA,1,0,controllable,passive,Aspect #3,Contra,-1,4,0,4,-4,-1,-32.5,-130,1,0.3333333333333333,1,0.5,NA,1,-1,-1,-1,-1
p6k4qd8b38,4,-1,33,male,16,employed,5k_x,100,100,275,3,I don't want to lose my job.,-36,NA,1,NA,controllable,NA,Aspect #4,Contra,-1,4,0,4,-4,-1,-32.5,-130,1,0.3333333333333333,1,0.5,NA,1,-1,-1,-1,-1
p6m4o06g2k,1,-1,30,female,16,selfemployed,5k_x,74,90,574,8,I AM PERSON WILLING TO TAKE RISKS.,35,week,0,1,controllable,active,Aspect #1,Pro,1,3,3,0,3,1,35.666666666666664,107,0,1,1,1,2,2,1,-1.3333333333333333,-1,-2
p6m4o06g2k,2,-2,30,female,16,selfemployed,5k_x,74,90,574,8,I AM PERSON WILLING TO TAKE RISKS BECAUSE RISKS ARE SIMPLE FOR ME.,44,week,0,1,controllable,active,Aspect #2,Pro,1,3,3,0,3,1,35.666666666666664,107,0,1,1,1,2,2,1,-1.3333333333333333,-1,-2
p6m4o06g2k,3,-1,30,female,16,selfemployed,5k_x,74,90,574,8,I AM THE PERSON TO TAKE RISK BECAUSE RISKS ARE BOOST ME DO MORE JOBS. ,28,week,0,1,controllable,active,Aspect #3,Pro,1,3,3,0,3,1,35.666666666666664,107,0,1,1,1,2,2,1,-1.3333333333333333,-1,-2
p6mq9bhhpb,1,-2,45,male,14,employed,2k_3k,98,100,226,5,Too much risk can be waste,-35,month,0,0,controllable,active,Aspect #1,Contra,-1,4,0,4,-4,-1,-21.5,-86,0,0,1,0.75,3,2,-1,-2,-2,-2
p6n96ubl38,1,-1,55,female,12,employed,2k_3k,100,100,286,6,I am willing to take risks when there is a high possibility that things will go well in the long run.,20,month,0,1,controllable,active,Aspect #1,Pro,1,2,1,1,0,0,2,4,0,1,0.5,0.5,3,3.5,1,-1,-1,-1
p6n96ubl38,2,-1,55,female,12,employed,2k_3k,100,100,286,6,"If there is nothing else, in desparity I might take more risks than usual.",-16,year,0,1,uncontrollable,passive,Aspect #2,Contra,-1,2,1,1,0,0,2,4,0,1,0.5,0.5,4,3.5,1,-1,-1,-1
p6tg7dmknn,1,-1,25,male,16,employed,3k_4k,100,100,252,1,No i do not take risk,-50,day,0,0,controllable,active,Aspect #1,Contra,-1,1,0,1,-1,-1,-50,-50,0,0,1,1,1,1,-1,-1,-1,-1
p6vnbnqvv2,1,-1,73,male,20,retired,4k_5k,100,100,394,2,I try to avoid risk because I have a family to consider.,-50,year,0,1,uncontrollable,passive,Aspect #1,Contra,-1,3,0,3,-3,-1,-38.333333333333336,-115,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,4,4,-1,-1.6666666666666667,-1,-2
p6vnbnqvv2,2,-2,73,male,20,retired,4k_5k,100,100,394,2,I try not to take risks because often there is too much potentially to loose.,-34,year,0,0,controllable,passive,Aspect #2,Contra,-1,3,0,3,-3,-1,-38.333333333333336,-115,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,4,4,-1,-1.6666666666666667,-1,-2
p6vnbnqvv2,3,-2,73,male,20,retired,4k_5k,100,100,394,2,"I try to avoid taking risks because I learned to not take risks I could not afford to loose, like risking no home insurance.",-31,year,0,0,controllable,active,Aspect #3,Contra,-1,3,0,3,-3,-1,-38.333333333333336,-115,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,4,4,-1,-1.6666666666666667,-1,-2
p71jh3giea,1,-1,25,male,12,employed,2k_3k,100,100,93,5,If i take risks at work or not,-19,week,0,1,controllable,passive,Aspect #1,Contra,-1,1,0,1,-1,-1,-19,-19,0,1,1,0,2,2,-1,-1,-1,-1
p74ntiluak,1,-1,33,female,12,unemployed,0_1k,100,84,187,3,I typically tend to stay away from risks,-37,NA,0,0,NA,NA,Aspect #1,Contra,-1,1,0,1,-1,-1,-37,-37,0,0,NaN,NaN,NA,NA,-1,-1,-1,-1
p75s2qi84c,1,-2,57,female,15,employed,4k_5k,100,100,321,0,I try to avoid risks because I don't want anything negative to happen.,-50,less_once,0,0,uncontrollable,NA,Aspect #1,Contra,-1,3,0,3,-3,-1,-50,-150,0,0,0,NaN,6,6,-1,-2.3333333333333335,-2,-3
p75s2qi84c,2,-2,57,female,15,employed,4k_5k,100,100,321,0,I avoid risks because I don't want anything wrong to happen because of me.,-50,less_once,0,0,uncontrollable,NA,Aspect #2,Contra,-1,3,0,3,-3,-1,-50,-150,0,0,0,NaN,6,6,-1,-2.3333333333333335,-2,-3
p75s2qi84c,3,-3,57,female,15,employed,4k_5k,100,100,321,0,"If I take risks, someone might get hurt.  So I don't take risks.",-50,less_once,0,0,uncontrollable,NA,Aspect #3,Contra,-1,3,0,3,-3,-1,-50,-150,0,0,0,NaN,6,6,-1,-2.3333333333333335,-2,-3
p76482i33p,1,-2,27,female,16,employed,1k_2k,87,90,254,2,I try to avoid taking risks because I don't want any bad things to happen to me.,-34,NA,0,0,uncontrollable,passive,Aspect #1,Contra,-1,3,0,3,-3,-1,-35,-105,0,0,0,0.3333333333333333,NA,NA,-1,-1.6666666666666667,-1,-2
p76482i33p,2,-2,27,female,16,employed,1k_2k,87,90,254,2,Risky behavior can potentially harm others as well as myself.,-37,NA,0,0,uncontrollable,passive,Aspect #2,Contra,-1,3,0,3,-3,-1,-35,-105,0,0,0,0.3333333333333333,NA,NA,-1,-1.6666666666666667,-1,-2
p76482i33p,3,-1,27,female,16,employed,1k_2k,87,90,254,2,I would rather play things safe instead of risk losing something important.,-34,NA,0,0,uncontrollable,active,Aspect #3,Contra,-1,3,0,3,-3,-1,-35,-105,0,0,0,0.3333333333333333,NA,NA,-1,-1.6666666666666667,-1,-2
p764r6onl3,2,-1,50,male,18,selfemployed,2k_3k,100,100,351,1,I don't like to fail.,-50,less_reg,0,0,controllable,passive,Aspect #2,Contra,-1,2,0,2,-2,-1,-50,-100,0,0,0.5,0,5,5,-1,-1,-1,-1
p775e7r08j,1,-2,23,male,18,employed,3k_4k,100,100,472,0,I avoid taking risks because I am scared.,-50,NA,1,1,NA,NA,Aspect #1,Contra,-1,2,0,2,-2,-1,-50,-100,1,1,NaN,NaN,NA,NA,-1,-1.5,-1,-2
p775e7r08j,2,-1,23,male,18,employed,3k_4k,100,100,472,0,I do not take risks because I do not believe in myself.,-50,NA,NA,NA,NA,NA,Aspect #2,Contra,-1,2,0,2,-2,-1,-50,-100,1,1,NaN,NaN,NA,NA,-1,-1.5,-1,-2
p7dan4d83h,1,-1,25,female,14,selfemployed,1k_2k,100,100,96,0,I don't enjoy the negative impacts of risks,-50,week,0,0,controllable,passive,Aspect #1,Contra,-1,1,0,1,-1,-1,-50,-50,0,0,1,0,2,2,-1,-1,-1,-1
p7evqmdeek,2,-1,32,male,12,employed,3k_4k,100,100,266,10,ive been known by many as a risk taker,33,day,1,1,controllable,passive,Aspect #2,Pro,1,5,5,0,5,1,41.8,209,0.2,1,0.8,0.8,1,3,1,-1,-1,-1
p7evqmdeek,5,-1,32,male,12,employed,3k_4k,100,100,266,10,stupid is my middle name,32,day,0,1,controllable,active,Aspect #5,Pro,1,5,5,0,5,1,41.8,209,0.2,1,0.8,0.8,1,3,1,-1,-1,-1
p7fh2ooref,1,-3,58,female,16,retired,1k_2k,100,100,1530,3,I fall somewhere in the middle. I believe in taking some risks to maximize returns but also believe in living conservatively and taking minimal risks to preserve safety.,0,month,0,1,uncontrollable,active,Aspect #1,neutral,0,12,2,8,-6,-0.5,-18.75,-225,0.08333333333333333,1,0.75,1,3,5,0,-1.3333333333333333,1,-4
p7fh2ooref,2,-1,58,female,16,retired,1k_2k,100,100,1530,3,"In general, I see myself as someone who avoids most risks in life. I tend to play it safer than riskier.",-43,less_reg,0,1,controllable,active,Aspect #2,Contra,-1,12,2,8,-6,-0.5,-18.75,-225,0.08333333333333333,1,0.75,1,5,5,0,-1.3333333333333333,1,-4
p7fh2ooref,3,-1,58,female,16,retired,1k_2k,100,100,1530,3,I don't take too many risks because I don't have a safety net to depend on.,-35,less_reg,0,1,controllable,active,Aspect #3,Contra,-1,12,2,8,-6,-0.5,-18.75,-225,0.08333333333333333,1,0.75,1,5,5,0,-1.3333333333333333,1,-4
p7fh2ooref,4,-1,58,female,16,retired,1k_2k,100,100,1530,3,I think risk taking should be viewed through a risk/reward prism and acted upon accordingly.,-1,less_reg,0,1,controllable,active,Aspect #4,Contra,-1,12,2,8,-6,-0.5,-18.75,-225,0.08333333333333333,1,0.75,1,5,5,0,-1.3333333333333333,1,-4
p7fh2ooref,5,1,58,female,16,retired,1k_2k,100,100,1530,3,I don't like taking risks if it means the chances are not pretty good that I will succeed.,-33,year,0,1,controllable,active,Aspect #5,Contra,-1,12,2,8,-6,-0.5,-18.75,-225,0.08333333333333333,1,0.75,1,4,5,0,-1.3333333333333333,1,-4
p7fh2ooref,6,-1,58,female,16,retired,1k_2k,100,100,1530,3,"I think if I had a better nest egg to depend on, I would be more prone to take more risks.",2,year,0,1,uncontrollable,active,Aspect #6,Pro,1,12,2,8,-6,-0.5,-18.75,-225,0.08333333333333333,1,0.75,1,4,5,0,-1.3333333333333333,1,-4
p7fh2ooref,7,-1,58,female,16,retired,1k_2k,100,100,1530,3,"I do like taking some risks, such as investments. ",24,year,0,1,uncontrollable,active,NA,Pro,1,12,2,8,-6,-0.5,-18.75,-225,0.08333333333333333,1,0.75,1,4,5,0,-1.3333333333333333,1,-4
p7fh2ooref,8,-1,58,female,16,retired,1k_2k,100,100,1530,3,I like being seen as a practical person more than I want to be seen as a risk taker.,-36,less_reg,0,1,controllable,active,NA,Contra,-1,12,2,8,-6,-0.5,-18.75,-225,0.08333333333333333,1,0.75,1,5,5,0,-1.3333333333333333,1,-4
p7fh2ooref,9,0,58,female,16,retired,1k_2k,100,100,1530,3,I believe a person should feel passionate about something before taking too many risks.,-24,less_reg,0,1,controllable,active,NA,Contra,-1,12,2,8,-6,-0.5,-18.75,-225,0.08333333333333333,1,0.75,1,5,5,0,-1.3333333333333333,1,-4
p7fh2ooref,10,-4,58,female,16,retired,1k_2k,100,100,1530,3,My personality type tends to avoid taking risks more than being willing to take risks. I suppose it has a lot to do with fear of failing.,-35,less_once,0,1,controllable,active,NA,Contra,-1,12,2,8,-6,-0.5,-18.75,-225,0.08333333333333333,1,0.75,1,6,5,0,-1.3333333333333333,1,-4
p7fh2ooref,11,-2,58,female,16,retired,1k_2k,100,100,1530,3,I don't take some type of risks because it is obviously dangerous to me.,-44,less_once,1,1,controllable,active,NA,Contra,-1,12,2,8,-6,-0.5,-18.75,-225,0.08333333333333333,1,0.75,1,6,5,0,-1.3333333333333333,1,-4
p7fh2ooref,12,-2,58,female,16,retired,1k_2k,100,100,1530,3,I am certainly willing to take some risks when it comes to purchasing stocks. I learned I shouldn't have been so willing to take those risks. ,0,year,0,1,controllable,active,NA,neutral,0,12,2,8,-6,-0.5,-18.75,-225,0.08333333333333333,1,0.75,1,4,5,0,-1.3333333333333333,1,-4
p7jvn0ukre,1,0,42,male,12,employed,2k_3k,100,100,476,1,I try to avoid risks because I am not confident enough,-50,day,0,0,controllable,active,Aspect #1,Contra,-1,3,0,3,-3,-1,-50,-150,0,0,1,1,1,1,-1,-1.3333333333333333,0,-2
p7jvn0ukre,2,-2,42,male,12,employed,2k_3k,100,100,476,1,I am currently afraid to take risks,-50,day,0,0,controllable,active,Aspect #2,Contra,-1,3,0,3,-3,-1,-50,-150,0,0,1,1,1,1,-1,-1.3333333333333333,0,-2
p7jvn0ukre,3,-2,42,male,12,employed,2k_3k,100,100,476,1,I do not want to endanger my family by taking risks,-50,week,0,0,controllable,active,Aspect #3,Contra,-1,3,0,3,-3,-1,-50,-150,0,0,1,1,2,1,-1,-1.3333333333333333,0,-2
