id,"partid","cond_order","cond_soepframe","soep_item",aspect_ind,"aspect",r_risk,"r_frequency","r_social","r_situation","r_control","r_active"
860,"pae1oh4880","asp_judg","std","gen",1,"I worry about what I can lose.",-37,"less_once","0","1","uncontrollable","passive"
861,"pae1oh4880","asp_judg","std","gen",2,"I think about negative outcomes.",-45,"less_once","0","1","uncontrollable","passive"
862,"pp6jirdmle","asp_judg","std","gen",0,"I am willing to take risks because nothing ventured is nothing gained.",50,"week","0","0","controllable","active"
863,"p1r1ko3a6n","asp_judg","std","gen",0,"I'm generally risk averse, I will not put my money in a risky investment",-19,"day","0","1","controllable","active"
864,"pjbuj9okvi","asp_judg","std","gen",1,"I like to take risks, but only after thinking through the potential consequences.",3,"month","0","0","controllable","active"
865,"pae1oh4880","asp_judg","std","gen",3,"I feel scared of departing from wat I know and am used to.",-49,"less_once","0","1","uncontrollable","passive"
866,"p2igo6qgaa","asp_judg","std","gen",1,"I am willing to take a chance on an investment if it makes sense.",22,"month","0","1","uncontrollable","active"
867,"pjbuj9okvi","asp_judg","std","gen",2,"I enjoy things that push me out of my comfort zone.",27,"month","0","1","controllable","active"
868,"p2igo6qgaa","asp_judg","std","gen",2,"I don't like to risk my life for fun.",-40,"year","0","0","controllable","active"
869,"pp6jirdmle","asp_judg","std","gen",1,"I am willing to take risks because it is exhilarating.",22,"month","0","1","controllable","passive"
870,"p2igo6qgaa","asp_judg","std","gen",3,"I am willing to take it on faith that some things will work out.",29,"day","0","0","uncontrollable","active"
871,"pjbuj9okvi","asp_judg","std","gen",3,"Risk taking makes life more exciting.",32,"month","0","0","uncontrollable","active"
872,"pp6jirdmle","asp_judg","std","gen",2,"I am willing to take risks because it causes you to challenge yourself.",47,"month","0","0","controllable","active"
873,"p2igo6qgaa","asp_judg","std","gen",4,"I am not a thrill seeker.",-23,"month","0","0","controllable","active"
874,"p2igo6qgaa","asp_judg","std","gen",5,"I tend to follow rules.",-14,"day","0","0","controllable","active"
875,"p1r1ko3a6n","asp_judg","std","gen",1,"I prefer to work in a stable and boring job, rather than in a startup where it's unclear if my position is guaranteed",-20,"day","0","1","controllable","active"
876,"p2igo6qgaa","asp_judg","std","gen",6,"I don't mind switching jobs to see if a new job is better.",24,"less_reg","0","1","uncontrollable","active"
877,"p1r1ko3a6n","asp_judg","std","gen",2,"I will generally stay on my plans and not go off tangent to avoid unnecessary risks",-19,"day","0","1","controllable","active"
878,"p2igo6qgaa","asp_judg","std","gen",7,"I don't like to plan all my trips and take some as they come, setting out with no real plan.",25,"month","0","1","uncontrollable","active"
879,"p7g21du5hq","asp_judg","std","gen",0,"I value safety over risk taking",-35,"week","0","0","controllable","passive"
880,"p7g21du5hq","asp_judg","std","gen",1,"I prefer to do things that are reliable and safe",-24,"week","0","0","controllable","passive"
881,"pcq9uj020s","asp_judg","std","gen",0,"I have made too many past mistakes taking risks in the past. ",-46,"week","0","1","uncontrollable","active"
882,"p7g21du5hq","asp_judg","std","gen",2,"I don't like risky options",-33,"week","0","0","controllable","passive"
883,"pcq9uj020s","asp_judg","std","gen",1,"Not taking risks gives me less anxiety",-46,"day","NA","0","controllable","NA"
884,"pcq9uj020s","asp_judg","std","gen",2,"I cannot think clearly when taking risks. ",-36,"week","0","0","controllable","active"
885,"pve9ncn9s6","asp_judg","std","gen",0,"If there is no risk, there is no gain.",38,"month","0","1","controllable","active"
886,"pve9ncn9s6","asp_judg","std","gen",1,"Taking risks is exciting.",38,"week","0","1","uncontrollable","passive"
887,"pve9ncn9s6","asp_judg","std","gen",2,"Avoiding risk is a sign of weakness.",13,"month","0","0","controllable","passive"
888,"pve9ncn9s6","asp_judg","std","gen",3,"There is an inherent risk in everything we do and should be embraced.",25,"week","0","0","controllable","active"
889,"po9c716m7i","asp_judg","std","gen",0,"Would I get into trouble?",-21,"NA","NA","1","NA","NA"
890,"po9c716m7i","asp_judg","std","gen",1,"Would it hurt myself?",-38,"month","1","1","controllable","active"
891,"po9c716m7i","asp_judg","std","gen",2,"Would it hurt other people?",-39,"year","0","1","NA","active"
892,"pkovd8l667","asp_judg","std","gen",0,"I am generally a cautious person and don't as a rule take risks as to avoid misfortune.",-27,"week","0","0","NA","NA"
893,"p41453udum","asp_judg","std","gen",0,"nothing",NULL,NULL,NULL,NULL,NULL,NULL
894,"pkovd8l667","asp_judg","std","gen",1,"I am willing to take a risk if the payoff for the risk is worth the amount of risk involved.",13,"week","0","0","uncontrollable","NA"
895,"p41453udum","asp_judg","std","gen",1,"no comment",NULL,NULL,NULL,NULL,NULL,NULL
896,"pbv2l7v8b7","asp_judg","std","gen",0,"i like to have fun and sometimes that involves taking risks.",46,"month","0","1","uncontrollable","active"
897,"p2chi38atk","asp_judg","std","gen",0,"I don't have much to work with to begin with so taking unnecessary risks just seems like a bad idea",-42,"day","0","1","controllable","passive"
898,"p41453udum","asp_judg","std","gen",2," very expensive",NULL,NULL,NULL,NULL,NULL,NULL
899,"p41453udum","asp_judg","std","gen",3,"very quality",NULL,NULL,NULL,NULL,NULL,NULL
900,"p41453udum","asp_judg","std","gen",4,"no commetw",NULL,NULL,NULL,NULL,NULL,NULL
901,"p2chi38atk","asp_judg","std","gen",1,"I was raised in an environment where I cant really remember there being any risk taking behaviors",-22,"day","1","1","uncontrollable","passive"
902,"p41453udum","asp_judg","std","gen",5,"no comments",NULL,NULL,NULL,NULL,NULL,NULL
903,"p41453udum","asp_judg","std","gen",6,"nop comments",NULL,NULL,NULL,NULL,NULL,NULL
904,"pbv2l7v8b7","asp_judg","std","gen",1,"I will occasionally take risks that could pay off well but I won't if it puts someone else at risk.",33,"month","0","1","controllable","active"
905,"p41453udum","asp_judg","std","gen",7,"no",NULL,NULL,NULL,NULL,NULL,NULL
906,"p41453udum","asp_judg","std","gen",8,"no",NULL,NULL,NULL,NULL,NULL,NULL
907,"p41453udum","asp_judg","std","gen",9,"very ",NULL,NULL,NULL,NULL,NULL,NULL
908,"p41453udum","asp_judg","std","gen",10,"good",NULL,NULL,NULL,NULL,NULL,NULL
909,"p41453udum","asp_judg","std","gen",11,"goodf",NULL,NULL,NULL,NULL,NULL,NULL
910,"p41453udum","asp_judg","std","gen",12,"good",NULL,NULL,NULL,NULL,NULL,NULL
911,"p41453udum","asp_judg","std","gen",13,"good",NULL,NULL,NULL,NULL,NULL,NULL
912,"p41453udum","asp_judg","std","gen",14,"n",NULL,NULL,NULL,NULL,NULL,NULL
913,"p41453udum","asp_judg","std","gen",15,"h",NULL,NULL,NULL,NULL,NULL,NULL
914,"p41453udum","asp_judg","std","gen",16,"u",NULL,NULL,NULL,NULL,NULL,NULL
915,"p41453udum","asp_judg","std","gen",17,"very good",NULL,NULL,NULL,NULL,NULL,NULL
916,"p41453udum","asp_judg","std","gen",18,"poor quality",NULL,NULL,NULL,NULL,NULL,NULL
917,"pramggj45i","asp_judg","std","gen",0,"INTERSTING",NULL,NULL,NULL,NULL,NULL,NULL
918,"p41453udum","asp_judg","std","gen",19,"doesnot calssifier",NULL,NULL,NULL,NULL,NULL,NULL
919,"p41453udum","asp_judg","std","gen",20,"very noty",NULL,NULL,NULL,NULL,NULL,NULL
920,"phnc8t6ol9","asp_judg","std","gen",0,"I try and avoid taking risks because taking risks in the past has not worked out well for me.",-50,"less_once","0","1","uncontrollable","active"
921,"p41453udum","asp_judg","std","gen",21,"very",NULL,NULL,NULL,NULL,NULL,NULL
922,"p41453udum","asp_judg","std","gen",22,"soori",NULL,NULL,NULL,NULL,NULL,NULL
923,"p41453udum","asp_judg","std","gen",23,"padai",NULL,NULL,NULL,NULL,NULL,NULL
924,"p41453udum","asp_judg","std","gen",24,"pada",NULL,NULL,NULL,NULL,NULL,NULL
925,"phnc8t6ol9","asp_judg","std","gen",1,"I am very financially conservative, and I enjoy saving money, which usually corresponds with avoiding taking risks in my life.",-50,"week","0","0","controllable","active"
926,"p41453udum","asp_judg","std","gen",25,"padi",NULL,NULL,NULL,NULL,NULL,NULL
927,"phnc8t6ol9","asp_judg","std","gen",2,"I do not enjoy the uncertainty that comes with taking risks.",-47,"month","0","1","uncontrollable","passive"
928,"p41453udum","asp_judg","std","gen",26,"thana",NULL,NULL,NULL,NULL,NULL,NULL
929,"p41453udum","asp_judg","std","gen",27,"thani",NULL,NULL,NULL,NULL,NULL,NULL
930,"p41453udum","asp_judg","std","gen",28,"suna",NULL,NULL,NULL,NULL,NULL,NULL
931,"pramggj45i","asp_judg","std","gen",1,"GOOD",NULL,NULL,NULL,NULL,NULL,NULL
932,"phnc8t6ol9","asp_judg","std","gen",3,"My family and friends would not support me taking too many risks.",-41,"year","0","1","uncontrollable","passive"
933,"pramggj45i","asp_judg","std","gen",2,"GOOD",NULL,NULL,NULL,NULL,NULL,NULL
934,"p41453udum","asp_judg","std","gen",29,"no",NULL,NULL,NULL,NULL,NULL,NULL
935,"pramggj45i","asp_judg","std","gen",3,"NICE",NULL,NULL,NULL,NULL,NULL,NULL
936,"phnc8t6ol9","asp_judg","std","gen",4,"Taking risks could put my health, my employment, and my relationships in jeopardy and could harm them.",-50,"less_once","0","1","uncontrollable","active"
937,"pramggj45i","asp_judg","std","gen",4,"ALWAYS INTRESTING",NULL,NULL,NULL,NULL,NULL,NULL
938,"phnc8t6ol9","asp_judg","std","gen",5,"I would rather settle for less of a reward that is certain to be given to me, than take a risk for a higher reward and end up with no reward.",-50,"week","0","0","controllable","active"
939,"phnc8t6ol9","asp_judg","std","gen",6,"I feel more safe when I avoid taking risks.",-46,"month","0","1","uncontrollable","active"
940,"phnc8t6ol9","asp_judg","std","gen",7,"I am not someone who handles uncertainty and the stress of risk-taking very well.",-50,"month","0","1","uncontrollable","active"
941,"pramggj45i","asp_judg","std","gen",5,"AWESOME",NULL,NULL,NULL,NULL,NULL,NULL
942,"pramggj45i","asp_judg","std","gen",6,"READING",NULL,NULL,NULL,NULL,NULL,NULL
943,"pramggj45i","asp_judg","std","gen",7,"NICE",NULL,NULL,NULL,NULL,NULL,NULL
944,"pramggj45i","asp_judg","std","gen",8,"LOT OF STUDIES",NULL,NULL,NULL,NULL,NULL,NULL
945,"pramggj45i","asp_judg","std","gen",9,"THINKING",NULL,NULL,NULL,NULL,NULL,NULL
946,"pramggj45i","asp_judg","std","gen",10,"GOOD SPEECH",NULL,NULL,NULL,NULL,NULL,NULL
947,"pramggj45i","asp_judg","std","gen",11,"QUALITY",NULL,NULL,NULL,NULL,NULL,NULL
948,"pramggj45i","asp_judg","std","gen",12,"FRIENDS",NULL,NULL,NULL,NULL,NULL,NULL
949,"pramggj45i","asp_judg","std","gen",13,"KNOWLEDGE",NULL,NULL,NULL,NULL,NULL,NULL
950,"pramggj45i","asp_judg","std","gen",14,"SKILLS",NULL,NULL,NULL,NULL,NULL,NULL
951,"pramggj45i","asp_judg","std","gen",15,"READING THE PAGES",NULL,NULL,NULL,NULL,NULL,NULL
952,"pramggj45i","asp_judg","std","gen",16,"NICE",NULL,NULL,NULL,NULL,NULL,NULL
953,"p2ss3vbadg","asp_judg","std","gen",0,"Will it affect my son?",-50,"day","0","1","uncontrollable","passive"
954,"pramggj45i","asp_judg","std","gen",17,"SPEECHLESS WORDS",NULL,NULL,NULL,NULL,NULL,NULL
955,"pramggj45i","asp_judg","std","gen",18,"GOOD SKILLS",NULL,NULL,NULL,NULL,NULL,NULL
956,"pramggj45i","asp_judg","std","gen",19,"IMPROVED",NULL,NULL,NULL,NULL,NULL,NULL
957,"p2ss3vbadg","asp_judg","std","gen",1,"Whether it will cause harm to anyone else.",-45,"NA","0","0","controllable","active"
958,"pramggj45i","asp_judg","std","gen",20,"AWESOME",NULL,NULL,NULL,NULL,NULL,NULL
959,"p2ss3vbadg","asp_judg","std","gen",2,"Whether it's an immoral act.",-44,"week","0","0","controllable","active"
960,"p2ss3vbadg","asp_judg","std","gen",3,"Whether I will feel guilty about it afterwards.",-15,"week","0","0","uncontrollable","passive"
961,"p2ss3vbadg","asp_judg","std","gen",4,"Whether I'm being impulsive.",-2,"less_reg","0","1","controllable","active"
962,"p2ss3vbadg","asp_judg","std","gen",5,"Whether I'll feel extremely disappointed if nothing good comes of it.",-16,"less_reg","0","1","uncontrollable","passive"
963,"p2ss3vbadg","asp_judg","std","gen",6,"Whether I have the ability to take the risk without having to give up anything important if it turns out poorly.",-50,"NA","0","0","controllable","active"
964,"pl1jjs135f","asp_judg","std","gen",0,"I am always willing to try new things and experience.",35,"less_once","0","1","NA","passive"
965,"pl1jjs135f","asp_judg","std","gen",1,"I act on impulse most times in difficult situations without thinking.",40,"less_reg","0","1","NA","passive"
966,"p05gc4bgi5","asp_judg","std","gen",0,"I like to gamble",50,"month","0","1","uncontrollable","active"
967,"p05gc4bgi5","asp_judg","std","gen",1,"I have stocks",50,"day","0","1","uncontrollable","active"
968,"pubvue9nof","asp_judg","std","gen",0,"I do not take risks because it almost always ends bad.",-50,"week","0","1","uncontrollable","passive"
969,"ppq4ehuvoi","asp_judg","std","gen",0,"I generally like to think about the pros and cons of the risk before making a decision. Usually, I am not willing to take risks unless I feel they will have a positive outcome. ",-31,"month","0","1","controllable","active"
970,"ppq4ehuvoi","asp_judg","std","gen",1,"I sometimes avoid taking risks if I find that there may be a negative outcome. ",-7,"month","0","1","controllable","active"
971,"pcvfb8p5b5","asp_judg","std","gen",0,"is taking risks actually worth the end result",-33,"week","0","0","NA","NA"
972,"ppq4ehuvoi","asp_judg","std","gen",2,"I take risks if I feel the pros outweigh the cons in the situation. ",-2,"month","0","1","controllable","active"
973,"pcvfb8p5b5","asp_judg","std","gen",1,"why take risks if you don't have too",-41,"NA","0","0","NA","NA"
974,"pbo5rcjj99","asp_judg","std","gen",0,"I won't take risks as I prefer to be in safest side.",-49,"less_once","1","0","uncontrollable","active"
975,"ppq4ehuvoi","asp_judg","std","gen",3,"I avoid taking risks when I am not extremely knowledgable about the situation. ",-29,"month","0","1","controllable","active"
976,"pcvfb8p5b5","asp_judg","std","gen",2,"some risks are unavoidable but why not try and avoid risks all together and make life easier.",-50,"week","0","0","NA","NA"
977,"pjiokntims","asp_judg","std","gen",0,"I avoid taking big risks to avoid future problems.",-49,"month","0","1","controllable","active"
978,"pjiokntims","asp_judg","std","gen",1,"I can't afford any more screw-ups in my life.",-41,"month","0","1","controllable","active"
979,"pjiokntims","asp_judg","std","gen",2,"So I won't make a horrible mistake I will regret.",-50,"week","0","1","controllable","active"
980,"pjiokntims","asp_judg","std","gen",3,"To avoid being turned down, or losing.",-50,"month","1","1","uncontrollable","active"
981,"pjiokntims","asp_judg","std","gen",4,"to avoid failure",30,"month","0","1","uncontrollable","active"
982,"pjiokntims","asp_judg","std","gen",5,"to make better decisions",-21,"day","0","1","controllable","active"
983,"pjiokntims","asp_judg","std","gen",6,"I like to be prepared, so I generally do a lot of research before making decisions.",-10,"week","0","1","controllable","active"
984,"pjiokntims","asp_judg","std","gen",7,"Taking risks is uncomfortable.",-50,"month","0","1","uncontrollable","active"
985,"pjiokntims","asp_judg","std","gen",8,"Because I am insecure about the outcome, so I play it safe.",-50,"month","0","1","uncontrollable","active"
986,"pjiokntims","asp_judg","std","gen",9,"Avoiding big risks has proven successful for me.",-44,"year","0","1","controllable","active"
987,"p420mfq59t","asp_judg","std","gen",0,"I only like to take calculated risks",14,"month","0","0","controllable","passive"
988,"p420mfq59t","asp_judg","std","gen",1,"I don't like to take risks if the risk to reward ratio is not advantageous",17,"week","0","0","controllable","active"
989,"p420mfq59t","asp_judg","std","gen",2,"Taking risks is sometimes necessary to get ahead",36,"month","0","0","uncontrollable","active"
990,"pkqk16c93v","asp_judg","std","gen",0,"i avoid taking risks because i have a family that counts on me to be responsible.",-46,"NA","0","1","NA","active"
991,"pkqk16c93v","asp_judg","std","gen",1,"i avoid taking risks because risk makes me anxious.",-50,"day","0","1","uncontrollable","passive"
992,"pj761a7mlo","asp_judg","std","gen",0,"I like having some excitement in my life",27,"week","0","0","uncontrollable","passive"
993,"p12d5mfv3i","asp_judg","std","gen",0,"I have family that depends on me ",-43,"day","NA","1","controllable","active"
994,"pj761a7mlo","asp_judg","std","gen",1,"I can balance the risk with potential rewards",13,"year","0","1","controllable","active"
995,"pj761a7mlo","asp_judg","std","gen",2,"I'm not easily discouraged",10,"week","0","0","NA","NA"
996,"pj761a7mlo","asp_judg","std","gen",3,"I don't have a lot resources",-28,"week","0","0","NA","passive"
997,"p6vnbnqvv2","asp_judg","std","gen",0,"I try to avoid risk because I have a family to consider.",-50,"year","0","1","uncontrollable","passive"
998,"pj761a7mlo","asp_judg","std","gen",4,"I've had risks pay off in the past before",36,"month","1","1","uncontrollable","active"
999,"pj761a7mlo","asp_judg","std","gen",5,"I don't care what people think of me",21,"week","0","0","uncontrollable","passive"
1000,"p6vnbnqvv2","asp_judg","std","gen",1,"I try not to take risks because often there is too much potentially to loose.",-34,"year","0","0","controllable","passive"
1001,"p6vnbnqvv2","asp_judg","std","gen",2,"I try to avoid taking risks because I learned to not take risks I could not afford to loose, like risking no home insurance.",-31,"year","0","0","controllable","active"
1002,"pcb276sucq","asp_judg","std","gen",0,"none",NULL,NULL,NULL,NULL,NULL,NULL
1003,"pcb276sucq","asp_judg","std","gen",1,"no idea",NULL,NULL,NULL,NULL,NULL,NULL
1004,"pcb276sucq","asp_judg","std","gen",2,"yes",NULL,NULL,NULL,NULL,NULL,NULL
1005,"p4f921o7sn","asp_judg","std","gen",0,"none",NULL,NULL,NULL,NULL,NULL,NULL
1006,"pcb276sucq","asp_judg","std","gen",3,"no",NULL,NULL,NULL,NULL,NULL,NULL
1007,"pcb276sucq","asp_judg","std","gen",4,"none",NULL,NULL,NULL,NULL,NULL,NULL
1008,"pcb276sucq","asp_judg","std","gen",5,"no idea",NULL,NULL,NULL,NULL,NULL,NULL
1009,"pcb276sucq","asp_judg","std","gen",6,"yes",NULL,NULL,NULL,NULL,NULL,NULL
1010,"pcb276sucq","asp_judg","std","gen",7,"yes",NULL,NULL,NULL,NULL,NULL,NULL
1011,"pcb276sucq","asp_judg","std","gen",8,"none",NULL,NULL,NULL,NULL,NULL,NULL
1012,"pcb276sucq","asp_judg","std","gen",9,"no",NULL,NULL,NULL,NULL,NULL,NULL
1013,"pcb276sucq","asp_judg","std","gen",10,"i dont no",NULL,NULL,NULL,NULL,NULL,NULL
1014,"p7ola58i6r","asp_judg","std","gen",0,"I try to avoid taking risk.",-50,"day","1","1","controllable","active"
1015,"p7ola58i6r","asp_judg","std","gen",1,"Don't want to injure myself.",-50,"NA","0","0","NA","passive"
1016,"pf0g5fnb18","asp_judg","std","gen",0,"I am willing to take some risk as I realize that it is difficult to get ahead in the world without taking some risk.",37,"month","0","1","controllable","active"
1017,"p7ola58i6r","asp_judg","std","gen",2,"Don't get a thrill from such things.",-50,"less_once","1","1","controllable","passive"
1018,"pf0g5fnb18","asp_judg","std","gen",1,"I am willing to take some risk because I have studied economic theory and statistics and I think logically and rationally about probability.",45,"week","0","1","controllable","active"
1019,"pfg9qmo3qm","asp_judg","std","gen",0,"I'm trying to think of instances where I was faced with taking a risk.",-32,"month","0","1","controllable","active"
1020,"p7ola58i6r","asp_judg","std","gen",3,"Don't want to cause harm to others from my actions.",-48,"less_once","1","1","controllable","active"
1021,"pfg9qmo3qm","asp_judg","std","gen",1,"I tend to think of myself as risk averse.",-38,"week","1","1","uncontrollable","passive"
1022,"pfg9qmo3qm","asp_judg","std","gen",2,"I have never been a gambler.",-33,"month","0","0","controllable","passive"
1023,"piheliu2iq","asp_judg","std","gen",0,"I am generally okay with taking risks because I have a fairly good understanding of probability.",7,"day","0","0","controllable","passive"
1024,"pf0g5fnb18","asp_judg","std","gen",2,"I am willing to take some risk because I enjoy the psychological effect of wondering whether I will succeed with the risk that I have taken on.",26,"month","0","1","uncontrollable","active"
1025,"pfg9qmo3qm","asp_judg","std","gen",3,"I think I might be better off if I had taken more risks.",-31,"month","1","0","uncontrollable","passive"
1026,"pfg9qmo3qm","asp_judg","std","gen",4,"The riskiest behavior I ever indulged in was probably taking illegal drugs.",11,"NA","0","1","controllable","active"
1027,"pf0g5fnb18","asp_judg","std","gen",3,"I am willing to take some risk because I know that I want the benefits that would accrue if I am successful with the assumed risk.",36,"year","0","1","uncontrollable","active"
1028,"papbma6ag3","asp_judg","std","gen",0,"I do not take risks because I'm a mother and want to be around for my son.",-48,"day","1","1","controllable","active"
1029,"papbma6ag3","asp_judg","std","gen",1,"I do not take risks because hurting myself scares me.",-37,"year","0","1","uncontrollable","passive"
1030,"p5atb1nsd7","asp_judg","std","gen",0,"Depends on the situation.",12,"month","0","0","controllable","active"
1031,"pcq03ude4t","asp_judg","std","gen",0,"In my line of work it is important to take risks in order to improve processes and operations",22,"week","1","1","controllable","active"
1032,"pk1i57og54","asp_judg","std","gen",0,"I try to avoid risks as I have seemingly terrible luck.",-50,"week","0","1","uncontrollable","active"
1033,"p5atb1nsd7","asp_judg","std","gen",1,"If it seems like a risk with a high probability of reward I might contribute to it.",12,"month","0","0","uncontrollable","active"
1034,"pcq03ude4t","asp_judg","std","gen",1,"I enjoy taking things to the edge and pushing to see how far things can go",50,"week","0","1","controllable","active"
1035,"p1sq8rc5qo","asp_judg","std","gen",0,"No reason. Rather, there is no reason to take a risk if not compelled to do so.",-50,"day","0","0","controllable","active"
1036,"p5atb1nsd7","asp_judg","std","gen",2,"I'll only contribute to taking a risk if I know I can afford it",20,"month","0","0","controllable","active"
1037,"ponkvd5uhd","asp_judg","std","gen",0,"I think risks can be dangerous.",-36,"month","0","1","uncontrollable","passive"
1038,"pcq03ude4t","asp_judg","std","gen",2,"Life is limited. To sit back as a spectator is to lose the life you have",33,"week","0","1","controllable","active"
1039,"ponkvd5uhd","asp_judg","std","gen",1,"I feel anxious when I don't know the outcome of a situation.",-33,"month","0","0","uncontrollable","passive"
1040,"pcq03ude4t","asp_judg","std","gen",3,"I love the adrenaline of taking risks",50,"week","0","1","controllable","active"
1041,"p1sq8rc5qo","asp_judg","std","gen",1,"I want things to be peaceful and organized. Risk can interfere with that. ",-50,"day","0","0","controllable","active"
1042,"p5atb1nsd7","asp_judg","std","gen",3,"I will take a risk as long as I still have something to fall back on",16,"month","0","0","controllable","active"
1043,"pk1i57og54","asp_judg","std","gen",1,"I try to avoid risks as I would much prefer a sure thing over something left to chance.",-50,"NA","0","NA","controllable","active"
1044,"ponkvd5uhd","asp_judg","std","gen",2,"I like routine more and feel like risks are something that takes me out of my routine.",-24,"month","0","1","controllable","passive"
1045,"p1sq8rc5qo","asp_judg","std","gen",2,"I think depending on chance is folly. It is always better to plan your actions according to things you are certain of.",-50,"day","0","0","controllable","active"
1046,"pk1i57og54","asp_judg","std","gen",2,"I avoid risks as having to make new plans if the risk doesn't pay off is a nuisance.",-11,"month","0","0","controllable","NA"
1047,"paeds93mh8","asp_judg","std","gen",0,"I depends on the risks that go with taking a risk. ",-33,"less_once","NA","0","controllable","passive"
1048,"pc6644v8tl","asp_judg","std","gen",0,"I do not like to take risks because I am afraid of the unknown result.",-50,"year","0","1","controllable","passive"
1049,"paeds93mh8","asp_judg","std","gen",1,"If the risk meant a betterment in my life and the life others, then yes i would consider taking a risk. ",43,"less_once","0","1","controllable","active"
1050,"pc6644v8tl","asp_judg","std","gen",1,"I do not like to take risks because I would rather not risk getting hurt physically or mentally.",-34,"less_once","0","1","controllable","active"
1051,"pc6644v8tl","asp_judg","std","gen",2,"I do not like to take risks because I fear that I will fail if I try something new.",-48,"NA","NA","NA","NA","NA"
1052,"pc6644v8tl","asp_judg","std","gen",3,"I do not like to take risks because I could be embarrassed if things do not go in my favor.",-43,"less_once","1","1","uncontrollable","active"
1053,"pc6644v8tl","asp_judg","std","gen",4,"I do not like to take risks because it could result in financial losses.",-38,"NA","NA","NA","NA","NA"
1054,"pc6644v8tl","asp_judg","std","gen",5,"I do not like to take risks because I feel more in control if I am familiar with situations and outcomes.",-35,"month","0","1","controllable","passive"
1055,"paeds93mh8","asp_judg","std","gen",2,"If it meant that eventually the benefits outweigh the risk, then i would take the risk. Either than that, i am cautious to take risks unless i have put a lot of thought into it. ",0,"less_once","0","1","controllable","active"
1056,"p0oa92mvhu","asp_judg","std","gen",0,"I don't like making mistakes.",-50,"day","1","1","controllable","active"
1057,"p0oa92mvhu","asp_judg","std","gen",1,"I don't want people to judge me.",-50,"day","1","1","uncontrollable","passive"
1058,"p0oa92mvhu","asp_judg","std","gen",2,"I have a lot to lose.",-50,"less_once","0","1","controllable","passive"
1059,"p0oa92mvhu","asp_judg","std","gen",3,"I don't want to get hurt.",-50,"less_once","0","1","controllable","active"
1060,"p0oa92mvhu","asp_judg","std","gen",4,"People depend on me, so I need to be a positive role model.",-49,"day","1","1","controllable","active"
1061,"pheqv1o4bi","asp_judg","std","gen",0,"I am willing to take a risk if I'm sure not to permanently affect my health or financial well being.",2,"day","0","1","controllable","active"
1062,"p0oa92mvhu","asp_judg","std","gen",5,"I can't afford to fail.",-50,"week","1","1","controllable","active"
1063,"prsjqob67b","asp_judg","std","gen",0,"Yes, I am a person that is willing to take risks I get an adrenaline rush from risk taking.",20,"month","0","1","uncontrollable","active"
1064,"prsjqob67b","asp_judg","std","gen",1,"I enjoy the winnings if I win, because I win BIG!",18,"month","0","1","uncontrollable","active"
1065,"prsjqob67b","asp_judg","std","gen",2,"Life is boring.",21,"less_reg","0","1","controllable","passive"
1066,"pn9dto7d9f","asp_judg","std","gen",0,"I like to think I take financial risks, because I am young enough to do this without ruining my retirement.  Bigger risks right now bigger reward.  ",-50,"day","0","1","controllable","active"
1067,"pheqv1o4bi","asp_judg","std","gen",1,"I do try to avoid risks if it seems that in the end I will not have a worthy positive outcome regardless of success.",-29,"day","0","1","controllable","active"
1068,"pn9dto7d9f","asp_judg","std","gen",1,"Being an Electrician, when it comes to risk I do not intentionally try to take much risk.  I assume and treat everything as if it is on.  ",23,"week","1","0","controllable","active"
1069,"pheqv1o4bi","asp_judg","std","gen",2,"I'm willing to take a risk financially if I have a decent chance of being successful.",9,"day","0","1","controllable","active"
1070,"pheqv1o4bi","asp_judg","std","gen",3," As I get older I find myself taking less risks (avoid them) health wise regarding sports and aches and pains.",-29,"day","0","1","controllable","active"
1071,"pdp9hri52g","asp_judg","std","gen",0,"I stand up for myself",27,"week","0","0","controllable","active"
1072,"pdp9hri52g","asp_judg","std","gen",1,"i dont care what other people think",31,"day","0","0","uncontrollable","passive"
1073,"pdp9hri52g","asp_judg","std","gen",2,"i think outside of the box",33,"day","0","0","uncontrollable","passive"
1074,"php3113cce","asp_judg","std","gen",0,"I tend to avoid risks, because I don't have a lot of collateral. ",-15,"day","0","1","uncontrollable","passive"
1075,"php3113cce","asp_judg","std","gen",1,"I tend to avoid risks because I don't want my family to suffer for my misfortune.",-22,"day","0","0","uncontrollable","active"
1076,"php3113cce","asp_judg","std","gen",2,"I tend to avoid risks because I worry about my son.",-27,"day","1","1","controllable","active"
1077,"php3113cce","asp_judg","std","gen",3,"I tend to avoid risks because I don't have a lot of money to spare.",-17,"day","0","0","uncontrollable","passive"
1078,"php3113cce","asp_judg","std","gen",4,"I tend to avoid risks because I don't want to damage my health or wellbeing.",-16,"day","0","1","uncontrollable","active"
1079,"ptqlp2k09d","asp_judg","std","gen",0,"I prefer to play it safe.",16,"week","0","0","controllable","active"
1080,"ptqlp2k09d","asp_judg","std","gen",1,"I have taken risks in the past and regretted it.",-33,"month","0","0","uncontrollable","active"
1081,"ptqlp2k09d","asp_judg","std","gen",2,"I have a family who depends on me and I don't want to take a risk.",-38,"week","1","0","controllable","active"
1082,"pi3g5e91tk","asp_judg","std","gen",0,"I'm scared",-34,"less_once","0","0","uncontrollable","passive"
1083,"pi3g5e91tk","asp_judg","std","gen",1,"I am afraid of failure",-47,"less_once","0","1","controllable","active"
